id,order_no,ordering_org_id,vendor_org_id,status,currency_code,requested_delivery_date,submitted_at,confirmed_at,packing_no_legacy
027f73f1-201b-8a02-ef07-f55c8854c527,HX-20200121-1,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-01-21,2020-01-21T00:00:00+09:00,2020-01-21T00:00:00+09:00,1
b20b696b-0c1d-89c8-98de-3301bb40d115,HX-20200128-1,27e20d2e-f279-22f7-f987-38ae5fd10955,,completed,KRW,2020-01-28,2020-01-28T00:00:00+09:00,2020-01-28T00:00:00+09:00,1
e34c8f68-5ba6-90ad-c8e5-f3361a8210ca,HX-20200128-36,375c693f-7e15-be9b-727b-ca833a9d848d,,completed,USD,2020-01-28,2020-01-28T00:00:00+09:00,2020-01-28T00:00:00+09:00,36
fdcabe07-68eb-28f4-5b2b-622969a2251a,HX-20200130-2,ce4e2165-05f4-b476-5268-a8ca283828a5,,completed,KRW,2020-01-30,2020-01-30T00:00:00+09:00,2020-01-30T00:00:00+09:00,2
f6c0b22d-d55d-dc7a-57c5-d740c8298027,HX-20200203-16,11fa79f2-9025-df6f-528b-e74df5e429bc,,completed,KRW,2020-02-03,2020-02-03T00:00:00+09:00,2020-02-03T00:00:00+09:00,16
8fcbfc9e-4997-c778-f915-d3a4e54597c6,HX-20200205-1,ce4e2165-05f4-b476-5268-a8ca283828a5,,completed,KRW,2020-02-05,2020-02-05T00:00:00+09:00,2020-02-05T00:00:00+09:00,1
d5c232f9-92f8-7efd-bc9d-0d24706f6c08,HX-20200211-62,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-02-11,2020-02-11T00:00:00+09:00,2020-02-11T00:00:00+09:00,62
7f01b26c-7b33-0574-b9c7-a50553dd0b9a,HX-20200211-63,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-02-11,2020-02-11T00:00:00+09:00,2020-02-11T00:00:00+09:00,63
4e91973b-0d3e-7c02-3815-4858c1520ac4,HX-20200211-64,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-02-11,2020-02-11T00:00:00+09:00,2020-02-11T00:00:00+09:00,64
2d9d36d4-4121-dff5-717b-cfca1c8ee092,HX-20200211-65,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-02-11,2020-02-11T00:00:00+09:00,2020-02-11T00:00:00+09:00,65
eb47242a-5f6a-aa06-bca8-90758e4cc3b9,HX-20200213-4,3b246a52-7cce-23f5-599f-227fb9134994,,completed,KRW,2020-02-13,2020-02-13T00:00:00+09:00,2020-02-13T00:00:00+09:00,4
3f69a00b-92d5-20fd-44ec-6c34ceeec84e,HX-20200217-35,375c693f-7e15-be9b-727b-ca833a9d848d,,completed,USD,2020-02-17,2020-02-17T00:00:00+09:00,2020-02-17T00:00:00+09:00,35
47a87c1b-327f-add5-ddc2-0c0e9503534c,HX-20200218-68,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-02-18,2020-02-18T00:00:00+09:00,2020-02-18T00:00:00+09:00,68
b651a673-85b7-651d-9b42-b8cf3bff01e0,HX-20200218-69,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-02-18,2020-02-18T00:00:00+09:00,2020-02-18T00:00:00+09:00,69
375c57d3-b949-398a-2932-af40e19a8fef,HX-20200218-70,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-02-18,2020-02-18T00:00:00+09:00,2020-02-18T00:00:00+09:00,70
a8bb0a2c-a511-cb31-b57c-5dd61244681f,HX-20200218-71,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-02-18,2020-02-18T00:00:00+09:00,2020-02-18T00:00:00+09:00,71
ed3c85d7-79fe-d470-c6be-7f43314192af,HX-20200225-59,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-02-25,2020-02-25T00:00:00+09:00,2020-02-25T00:00:00+09:00,59
42939a05-775c-3b9a-9bc7-e7e94792c3c4,HX-20200227-52,ce4e2165-05f4-b476-5268-a8ca283828a5,,completed,KRW,2020-02-27,2020-02-27T00:00:00+09:00,2020-02-27T00:00:00+09:00,52
2bc423a3-0391-6f3d-b73c-7b750360b445,HX-20200302-2,375c693f-7e15-be9b-727b-ca833a9d848d,,completed,USD,2020-03-02,2020-03-02T00:00:00+09:00,2020-03-02T00:00:00+09:00,2
a605317f-2e3e-e07b-ee1a-d1677a098dd5,HX-20200309-14,11fa79f2-9025-df6f-528b-e74df5e429bc,,completed,KRW,2020-03-09,2020-03-09T00:00:00+09:00,2020-03-09T00:00:00+09:00,14
3ab1adb8-3a7b-1a02-be58-2ce21cc669d1,HX-20200310-16,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-03-10,2020-03-10T00:00:00+09:00,2020-03-10T00:00:00+09:00,16
5c017c37-f04a-4374-d4c2-d6b01045ec2f,HX-20200310-17,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-03-10,2020-03-10T00:00:00+09:00,2020-03-10T00:00:00+09:00,17
49f8c3a7-d483-b401-1a36-f182f63357f7,HX-20200310-18,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-03-10,2020-03-10T00:00:00+09:00,2020-03-10T00:00:00+09:00,18
335740c4-6919-b94c-b310-308191a9e5ee,HX-20200310-19,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-03-10,2020-03-10T00:00:00+09:00,2020-03-10T00:00:00+09:00,19
57c493f4-61a7-ad8b-7009-55f54979b0f0,HX-20200317-2,d7175167-7256-dd91-61ec-84d5303c5210,,completed,KRW,2020-03-17,2020-03-17T00:00:00+09:00,2020-03-17T00:00:00+09:00,2
6420c6b8-2351-f597-240f-4997fef3a52d,HX-20200317-45,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-03-17,2020-03-17T00:00:00+09:00,2020-03-17T00:00:00+09:00,45
53067b72-9a8e-3fec-0215-1742a9a29395,HX-20200317-46,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-03-17,2020-03-17T00:00:00+09:00,2020-03-17T00:00:00+09:00,46
caf29ad6-f9cb-b434-2c18-e2a3fb5bef56,HX-20200317-47,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-03-17,2020-03-17T00:00:00+09:00,2020-03-17T00:00:00+09:00,47
a503a91a-f3a0-8829-3236-5dfc888ee7e5,HX-20200317-48,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-03-17,2020-03-17T00:00:00+09:00,2020-03-17T00:00:00+09:00,48
fc39f4b8-4b76-9938-50f0-e889f7c8e2d2,HX-20200317-49,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-03-17,2020-03-17T00:00:00+09:00,2020-03-17T00:00:00+09:00,49
510c833b-3dd5-7a0a-6b23-5b40cdd5c10c,HX-20200402-21,3b246a52-7cce-23f5-599f-227fb9134994,,completed,KRW,2020-04-02,2020-04-02T00:00:00+09:00,2020-04-02T00:00:00+09:00,21
096d8658-b493-8d57-481b-acded2c666cb,HX-20200407-1,ce4e2165-05f4-b476-5268-a8ca283828a5,,completed,KRW,2020-04-07,2020-04-07T00:00:00+09:00,2020-04-07T00:00:00+09:00,1
eb3e8fc0-d350-fca5-6d28-8b7ea3854ff3,HX-20200414-1,375c693f-7e15-be9b-727b-ca833a9d848d,,completed,USD,2020-04-14,2020-04-14T00:00:00+09:00,2020-04-14T00:00:00+09:00,1
04c9b80d-a76e-5ca1-9171-69796d73e9f5,HX-20200417-47,27e20d2e-f279-22f7-f987-38ae5fd10955,,completed,KRW,2020-04-17,2020-04-17T00:00:00+09:00,2020-04-17T00:00:00+09:00,47
501fbaaf-36c7-fc23-7826-18e384981682,HX-20200420-4,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-04-20,2020-04-20T00:00:00+09:00,2020-04-20T00:00:00+09:00,4
b78b44a8-586b-951b-4f99-e6d9bf0f4cd9,HX-20200421-1,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-04-21,2020-04-21T00:00:00+09:00,2020-04-21T00:00:00+09:00,1
e7239e19-5ce2-61b8-0fb9-2cf56aaf6116,HX-20200421-2,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-04-21,2020-04-21T00:00:00+09:00,2020-04-21T00:00:00+09:00,2
755dea72-ebc3-f172-8363-ac21d0085689,HX-20200428-41,375c693f-7e15-be9b-727b-ca833a9d848d,,completed,USD,2020-04-28,2020-04-28T00:00:00+09:00,2020-04-28T00:00:00+09:00,41
15f4a423-d120-abed-a0ce-41979c3878f8,HX-20200506-7,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-05-06,2020-05-06T00:00:00+09:00,2020-05-06T00:00:00+09:00,7
cc12ab69-a187-c8c6-aed6-a2dce3d45a39,HX-20200507-1,ce4e2165-05f4-b476-5268-a8ca283828a5,,completed,KRW,2020-05-07,2020-05-07T00:00:00+09:00,2020-05-07T00:00:00+09:00,1
25a5e3ab-2ae5-6344-d2b3-0bd0afffa069,HX-20200508-22,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-05-08,2020-05-08T00:00:00+09:00,2020-05-08T00:00:00+09:00,22
d572d6cb-443f-9033-0b59-17565692e98b,HX-20200518-1,2256862b-9ab8-f614-c989-a40e801e7174,,completed,KRW,2020-05-18,2020-05-18T00:00:00+09:00,2020-05-18T00:00:00+09:00,1
a61707ec-6433-d2c9-7336-9f4404f3e5f7,HX-20200518-2,2256862b-9ab8-f614-c989-a40e801e7174,,completed,KRW,2020-05-18,2020-05-18T00:00:00+09:00,2020-05-18T00:00:00+09:00,2
306c9803-d2d7-2d4d-c1bd-e3369cb20370,HX-20200518-51,375c693f-7e15-be9b-727b-ca833a9d848d,,completed,USD,2020-05-18,2020-05-18T00:00:00+09:00,2020-05-18T00:00:00+09:00,51
ad316ecf-68d1-2c78-09af-8129ca5c87f2,HX-20200519-1,27e20d2e-f279-22f7-f987-38ae5fd10955,,completed,KRW,2020-05-19,2020-05-19T00:00:00+09:00,2020-05-19T00:00:00+09:00,1
9bda6ec4-443b-1d96-3b67-ecbed1100d52,HX-20200520-16,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-05-20,2020-05-20T00:00:00+09:00,2020-05-20T00:00:00+09:00,16
3e9b1b1f-8ab7-02da-be22-c6c38a222ee3,HX-20200525-47,48c130cd-8e5a-515c-9d94-ad1b0ba55d7f,,completed,KRW,2020-05-25,2020-05-25T00:00:00+09:00,2020-05-25T00:00:00+09:00,47
839100e7-8ed3-0ee3-d776-280d04b6e9ab,HX-20200525-8,48c130cd-8e5a-515c-9d94-ad1b0ba55d7f,,completed,KRW,2020-05-25,2020-05-25T00:00:00+09:00,2020-05-25T00:00:00+09:00,8
bfbc47be-3922-4ea7-669e-97d3840602fc,HX-20200526-1,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-05-26,2020-05-26T00:00:00+09:00,2020-05-26T00:00:00+09:00,1
2db87c8e-d81e-9e5b-0454-f5a29d828ba8,HX-20200528-21,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-05-28,2020-05-28T00:00:00+09:00,2020-05-28T00:00:00+09:00,21
3156d622-2114-2da0-7a47-ba67459b637e,HX-20200529-41,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-05-29,2020-05-29T00:00:00+09:00,2020-05-29T00:00:00+09:00,41
c37f550f-605b-12dd-b793-e9b61b7758e5,HX-20200601-2,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-06-01,2020-06-01T00:00:00+09:00,2020-06-01T00:00:00+09:00,2
a1c2db81-3001-75c8-4e11-760bc2217666,HX-20200605-52,ce4e2165-05f4-b476-5268-a8ca283828a5,,completed,KRW,2020-06-05,2020-06-05T00:00:00+09:00,2020-06-05T00:00:00+09:00,52
d89e5d30-871d-dfde-0e7f-70d7d049084d,HX-20200610-38,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-06-10,2020-06-10T00:00:00+09:00,2020-06-10T00:00:00+09:00,38
1c001e5e-5582-ea48-7486-dd0ae966ecba,HX-20200611-23,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-06-11,2020-06-11T00:00:00+09:00,2020-06-11T00:00:00+09:00,23
d4e72f02-a706-2803-0e01-fbe31d962761,HX-20200615-36,375c693f-7e15-be9b-727b-ca833a9d848d,,completed,USD,2020-06-15,2020-06-15T00:00:00+09:00,2020-06-15T00:00:00+09:00,36
e440c4a0-8fa0-25e5-dd9e-134fd810f805,HX-20200616-41,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-06-16,2020-06-16T00:00:00+09:00,2020-06-16T00:00:00+09:00,41
d79c4dbe-6396-8c3d-271a-1f7eac5592f4,HX-20200616-42,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-06-16,2020-06-16T00:00:00+09:00,2020-06-16T00:00:00+09:00,42
507f9e80-c920-58c3-7ce1-c8b128bfb04f,HX-20200616-43,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-06-16,2020-06-16T00:00:00+09:00,2020-06-16T00:00:00+09:00,43
c0e1d91c-9cc7-5aa3-d7a9-fe86245703b3,HX-20200616-44,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-06-16,2020-06-16T00:00:00+09:00,2020-06-16T00:00:00+09:00,44
14eea2e7-786a-29f9-d35b-ae42547d722a,HX-20200626-2,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-06-26,2020-06-26T00:00:00+09:00,2020-06-26T00:00:00+09:00,2
2c3ea1de-661d-8d13-eb3f-e372fa5bfa0f,HX-20200630-34,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-06-30,2020-06-30T00:00:00+09:00,2020-06-30T00:00:00+09:00,34
05007383-893c-114f-62e9-190cb60db9f8,HX-20200630-57,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-06-30,2020-06-30T00:00:00+09:00,2020-06-30T00:00:00+09:00,57
16f3d9a4-b1e3-c8d6-5c7a-fd9f1e90d6bb,HX-20200630-58,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-06-30,2020-06-30T00:00:00+09:00,2020-06-30T00:00:00+09:00,58
75188159-f005-10b5-adf6-e49eb0b99c1e,HX-20200630-70,ce4e2165-05f4-b476-5268-a8ca283828a5,,completed,KRW,2020-06-30,2020-06-30T00:00:00+09:00,2020-06-30T00:00:00+09:00,70
4695a3b0-2c9e-b0b1-f3b1-3f6cda4d376e,HX-20200701-2,375c693f-7e15-be9b-727b-ca833a9d848d,,completed,USD,2020-07-01,2020-07-01T00:00:00+09:00,2020-07-01T00:00:00+09:00,2
21128851-d658-7ed5-84a7-28a25e6ed3d0,HX-20200702-5,27e20d2e-f279-22f7-f987-38ae5fd10955,,completed,KRW,2020-07-02,2020-07-02T00:00:00+09:00,2020-07-02T00:00:00+09:00,5
3b1b7d22-0845-da3e-6124-0b544a4017a1,HX-20200703-4,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-07-03,2020-07-03T00:00:00+09:00,2020-07-03T00:00:00+09:00,4
d908661b-f508-3e5d-3644-d6331032218f,HX-20200706-11,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-07-06,2020-07-06T00:00:00+09:00,2020-07-06T00:00:00+09:00,11
f67410e3-d7bf-e9db-7edb-8066bff40818,HX-20200707-6,375c693f-7e15-be9b-727b-ca833a9d848d,,completed,USD,2020-07-07,2020-07-07T00:00:00+09:00,2020-07-07T00:00:00+09:00,6
1400e3f4-9062-7a52-46a7-f5be3afd90a5,HX-20200710-7,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-07-10,2020-07-10T00:00:00+09:00,2020-07-10T00:00:00+09:00,7
5c1ae490-1be8-22ee-b5ca-e64fe9f406e4,HX-20200713-14,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-07-13,2020-07-13T00:00:00+09:00,2020-07-13T00:00:00+09:00,14
7f807bef-bc1b-50d4-5ac4-91c49d9cdcea,HX-20200714-47,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-07-14,2020-07-14T00:00:00+09:00,2020-07-14T00:00:00+09:00,47
0f5964ae-8db0-c812-c3b6-35e4df70dc9e,HX-20200716-8,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-07-16,2020-07-16T00:00:00+09:00,2020-07-16T00:00:00+09:00,8
e641e627-b94d-0c31-b041-1f5326098135,HX-20200716-9,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-07-16,2020-07-16T00:00:00+09:00,2020-07-16T00:00:00+09:00,9
c42f63e7-228e-f3be-7dfb-aaf568540d59,HX-20200723-41,27e20d2e-f279-22f7-f987-38ae5fd10955,,completed,KRW,2020-07-23,2020-07-23T00:00:00+09:00,2020-07-23T00:00:00+09:00,41
f9d99b79-2c84-c9b0-6f8a-3502851fb7fb,HX-20200724-1,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-07-24,2020-07-24T00:00:00+09:00,2020-07-24T00:00:00+09:00,1
87304764-576c-89c9-7262-8746ae255627,HX-20200728-10,19550961-d42d-33b1-c367-83823e9f16ab,,completed,KRW,2020-07-28,2020-07-28T00:00:00+09:00,2020-07-28T00:00:00+09:00,10
65d7b88c-bca9-8484-63de-3ffc5e572722,HX-20200730-1,ce4e2165-05f4-b476-5268-a8ca283828a5,,completed,KRW,2020-07-30,2020-07-30T00:00:00+09:00,2020-07-30T00:00:00+09:00,1
e29d11b8-7ef4-0610-55d7-84e536890450,HX-20200801-3,375c693f-7e15-be9b-727b-ca833a9d848d,,completed,USD,2020-08-01,2020-08-01T00:00:00+09:00,2020-08-01T00:00:00+09:00,3
b0a7b154-f713-5195-9b50-4fb7e0d1ae8a,HX-20200805-1,48c130cd-8e5a-515c-9d94-ad1b0ba55d7f,,completed,KRW,2020-08-05,2020-08-05T00:00:00+09:00,2020-08-05T00:00:00+09:00,1
9bd2db4d-bbd3-997a-a770-cdaf832fcb8a,HX-20200805-6,48c130cd-8e5a-515c-9d94-ad1b0ba55d7f,,completed,KRW,2020-08-05,2020-08-05T00:00:00+09:00,2020-08-05T00:00:00+09:00,6
244ec526-2365-94fe-2458-eedcc6d7e667,HX-20200806-19,19550961-d42d-33b1-c367-83823e9f16ab,,completed,KRW,2020-08-06,2020-08-06T00:00:00+09:00,2020-08-06T00:00:00+09:00,19
6b90d9df-6d13-083d-626f-e4acdbd433c5,HX-20200811-44,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-08-11,2020-08-11T00:00:00+09:00,2020-08-11T00:00:00+09:00,44
18b71445-5d3e-ef45-a9e7-5bc3abe18117,HX-20200812-31,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-08-12,2020-08-12T00:00:00+09:00,2020-08-12T00:00:00+09:00,31
5699dbd8-2cbd-d17e-060d-778a055f107d,HX-20200812-32,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-08-12,2020-08-12T00:00:00+09:00,2020-08-12T00:00:00+09:00,32
b017bad8-b00d-3b04-571b-81ac7f6e67a1,HX-20200817-2,19550961-d42d-33b1-c367-83823e9f16ab,,completed,KRW,2020-08-17,2020-08-17T00:00:00+09:00,2020-08-17T00:00:00+09:00,2
5ab27be0-fce2-12ca-ef11-71eeefb9f738,HX-20200819-1,48c130cd-8e5a-515c-9d94-ad1b0ba55d7f,,completed,KRW,2020-08-19,2020-08-19T00:00:00+09:00,2020-08-19T00:00:00+09:00,1
12aac964-c401-e7af-358d-87746febef29,HX-20200826-10,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-08-26,2020-08-26T00:00:00+09:00,2020-08-26T00:00:00+09:00,10
0d24f968-4f08-a14e-23fc-3ec6296f7aef,HX-20200826-11,19550961-d42d-33b1-c367-83823e9f16ab,,completed,KRW,2020-08-26,2020-08-26T00:00:00+09:00,2020-08-26T00:00:00+09:00,11
2553a1fe-8b49-a716-a847-bf6c7c5495c7,HX-20200827-1,375c693f-7e15-be9b-727b-ca833a9d848d,,completed,USD,2020-08-27,2020-08-27T00:00:00+09:00,2020-08-27T00:00:00+09:00,1
38d13023-35dc-dca6-3c51-ebebf0a0a298,HX-20200827-4,19550961-d42d-33b1-c367-83823e9f16ab,,completed,KRW,2020-08-27,2020-08-27T00:00:00+09:00,2020-08-27T00:00:00+09:00,4
8b4cc997-4924-7af7-dec3-a5d51ed22703,HX-20200831-27,a86297a7-f5bd-2d70-5e18-8f16272b4c9e,,completed,KRW,2020-08-31,2020-08-31T00:00:00+09:00,2020-08-31T00:00:00+09:00,27
e81e441f-0290-2429-f219-22ebb4806630,HX-20200831-45,b46f6900-e3eb-8fed-9529-92f06466f455,02394d8d-2084-0464-d6d1-2ef40243a829,completed,USD,2020-08-31,2020-08-31T00:00:00+09:00,2020-08-31T00:00:00+09:00,45
d401643c-5da1-3b77-d5ec-b95c22fd0237,HX-20200901-13,19550961-d42d-33b1-c367-83823e9f16ab,,completed,KRW,2020-09-01,2020-09-01T00:00:00+09:00,2020-09-01T00:00:00+09:00,13
1b43a0ab-ec9e-f852-5112-da964bb0a091,HX-20200902-8,19550961-d42d-33b1-c367-83823e9f16ab,,completed,KRW,2020-09-02,2020-09-02T00:00:00+09:00,2020-09-02T00:00:00+09:00,8
2f286dc3-81b7-9933-8ff0-b2d7cebb1f13,HX-20200903-1,ce4e2165-05f4-b476-5268-a8ca283828a5,,completed,KRW,2020-09-03,2020-09-03T00:00:00+09:00,2020-09-03T00:00:00+09:00,1
2346aa8b-2d15-8608-e639-6132f4d9196a,HX-20200908-16,19550961-d42d-33b1-c367-83823e9f16ab,,completed,KRW,2020-09-08,2020-09-08T00:00:00+09:00,2020-09-08T00:00:00+09:00,16
0aef32e5-cf70-9336-1035-c3edb9e69dbe,HX-20200908-17,19550961-d42d-33b1-c367-83823e9f16ab,,completed,KRW,2020-09-08,2020-09-08T00:00:00+09:00,2020-09-08T00:00:00+09:00,17
9bbccdac-0965-cfaa-ee82-ef18aae6c794,HX-20200909-1,48c130cd-8e5a-515c-9d94-ad1b0ba55d7f,,completed,KRW,2020-09-09,2020-09-09T00:00:00+09:00,2020-09-09T00:00:00+09:00,1
80456890-e502-5096-3ad3-f10e5de54c8f,HX-20200909-2,48c130cd-8e5a-515c-9d94-ad1b0ba55d7f,,completed,KRW,2020-09-09,2020-09-09T00:00:00+09:00,2020-09-09T00:00:00+09:00,2
1e1a2118-6372-a48a-ad90-1d28477593c4,HX-20200909-20,19550961-d42d-33b1-c367-83823e9f16ab,,completed,KRW,2020-09-09,2020-09-09T00:00:00+09:00,2020-09-09T00:00:00+09:00,20
3498edc1-ecc7-3912-39ac-05f10a8cd560,HX-20200909-3,2256862b-9ab8-f614-c989-a40e801e7174,,completed,KRW,2020-09-09,2020-09-09T00:00:00+09:00,2020-09-09T00:00:00+09:00,3
d1eb1b54-68f4-8fda-b865-a8338ee9315a,HX-20200909-45,375c693f-7e15-be9b-727b-ca833a9d848d,,completed,USD,2020-09-09,2020-09-09T00:00:00+09:00,2020-09-09T00:00:00+09:00,45
